File,Line,Reference,Role,FormScope,Phase2Action
sql/API/Combined_API.sql,2517,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_BangCapListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2596,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2597,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn ngÃ¢n hÃ ng' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'BankName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2598,UPDATE SY_FormatFields SET CaptionVN = N'Äá»‹a chá»‰ chi nhÃ¡nh' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'Address';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2599,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2649,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_CareerlListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2650,UPDATE SY_FormatFields SET CaptionVN = N'NgÃ nh nghá» / Nghá» nghiá»‡p' WHERE FormName = 'WA_CareerlListFrm' AND FieldName = 'CareerName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2651,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_CareerlListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2702,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2703,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn quá»‘c gia' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'NationName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2704,UPDATE SY_FormatFields SET CaptionVN = N'Máº·c Ä‘á»‹nh' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'isDefault';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2705,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2757,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2758,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn tá»‰nh / thÃ nh' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'ProvineName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2759,UPDATE SY_FormatFields SET CaptionVN = N'Quáº­n / huyá»‡n / TX' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'TownShip';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2760,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2810,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_ReligionListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2811,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn tÃ´n giÃ¡o' WHERE FormName = 'WA_ReligionListFrm' AND FieldName = 'ReligionName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2812,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_ReligionListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,4812,-- ThÃªm bÃ­ danh 'ff.' náº¿u cá»™t náº±m trong SY_FormatFields Ä‘á»ƒ trÃ¡nh ambiguous,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,4843,FROM SY_FormatFields ff,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,4949,-- API: Äá»“ng bá»™ cÃ¡c trÆ°á»ng dá»¯ liá»‡u tá»« Stored Procedure/Table vÃ o báº£ng cáº¥u hÃ¬nh Form (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,4961,"THROW 52601, N'FORM_BUILDER_WRITE_BLOCKED_PHASE2: pilot khong duoc dong bo SY_FormatFields.', 1;",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,5007,DELETE FROM SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,5011,-- Cursor duyá»‡t qua cÃ¡c cá»™t Ä‘á»ƒ tá»± Ä‘á»™ng thÃªm vÃ o SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,5033,-- Kiá»ƒm tra xem field Ä‘Ã£ cÃ³ trong SY_FormatFields chÆ°a,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,5034,IF NOT EXISTS (SELECT 1 FROM SY_FormatFields WHERE FormName = @FormName AND FieldName = @FieldName),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,5050,UPDATE SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,5255,FROM SY_FormatFields ff,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7089,-- LÆ°u táº¥t cáº£ trá»±c tiáº¿p vÃ o SY_FormatFields (khÃ´ng dÃ¹ng array trong SY_FrmLstTbl ná»¯a),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7090,IF EXISTS (SELECT 1 FROM SY_FormatFields WHERE FieldName = @FieldName AND FormName = @FormName),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7092,UPDATE SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7112,INSERT INTO SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7128,FROM SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7289,FROM SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7545,FROM SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,7553,DELETE FROM SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,26,"IF OBJECT_ID('dbo.SY_FormatFields', 'U') IS NULL",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,27,"THROW 51433, 'HRM_Web_Install: thieu dbo.SY_FormatFields.', 1;",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,44,"IF COL_LENGTH('dbo.SY_FormatFields', 'FormName') IS NULL OR COL_LENGTH('dbo.SY_FormatFields', 'FieldName') IS NULL",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,45,"THROW 51439, 'HRM_Web_Install: SY_FormatFields thieu cot khoa.', 1;",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,732,"SELECT 'SY_FormatFields', COUNT_BIG(*), COUNT_BIG(CASE WHEN m.FormName IS NOT NULL THEN 1 END)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,733,FROM dbo.SY_FormatFields x,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,808,"SELECT 'SY_FormatFields', CONCAT(ff.FormName, ':', ff.FieldName),",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,826,FROM dbo.SY_FormatFields f,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,832,"SELECT 'SY_FormatFields', CONCAT(f.FormName, ':', f.FieldName), 'DUPLICATE_KEY', N'Có nhiều hơn một override hiện hữu; migration không tự chọn.'",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,833,FROM dbo.SY_FormatFields f,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,839,"SELECT 'SY_FormatFields', CONCAT(m.FormName, ':', m.FieldName), 'ORPHAN', N'Field manifest không có form/menu HR trong allow-list; chỉ báo cáo, không ghi.'",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,906,INSERT INTO dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,910,"OUTPUT 'SY_FormatFields', CONCAT(inserted.FormName, ':', inserted.FieldName), 'INSERT'",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,917,SELECT 1 FROM dbo.SY_FormatFields x,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,965,"SELECT 'SY_FormatFields', COUNT_BIG(*), COUNT_BIG(CASE WHEN m.FormName IS NOT NULL THEN 1 END)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Deploy/HRM_Web_Install.sql,966,FROM dbo.SY_FormatFields x,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/FieldSyncPhase1/01_API_WEB_GRID_FIELD_SCHEMA_V2.sql,7,SY_FormatFields không tham gia contract runtime này.,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/FieldSyncPhase1/03_API_WEB_GRID_FIELD_COMPARE_V2.sql,63,FROM dbo.SY_FormatFields AS F,PARITY,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,14,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_BangPhuCapFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,50,-- 5. CẤU HÌNH CHI TIẾT NHÃN VÀ ĐỊNH DẠNG TRƯỜNG (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,52,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,134,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_BangThamSoFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,164,-- 5. CẤU HÌNH CHI TIẾT NHÃN VÀ ĐỊNH DẠNG TRƯỜNG (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,166,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,258,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_BangThueTNCNFrm';,MIGRATION,PILOT,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,288,-- 5. CẤU HÌNH CHI TIẾT NHÃN VÀ ĐỊNH DẠNG TRƯỜNG (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,290,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,348,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_BaoCaoLuongReport';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,352,"INSERT INTO dbo.SY_FormatFields (FormName, FieldName, CaptionVN, CaptionEN, FormatID, IsRequired, FormPosition, ShowInAdd, ShowInEdit, IsReadOnlyEdit, IsReadOnlyAdd, OrderNo, ShowInFilter)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,391,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,395,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,399,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,416,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_BaoCaoNghiPhepReport';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,420,"INSERT INTO dbo.SY_FormatFields (FormName, FieldName, CaptionVN, CaptionEN, FormatID, IsRequired, FormPosition, ShowInAdd, ShowInEdit, IsReadOnlyEdit, IsReadOnlyAdd, OrderNo, ShowInFilter)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,450,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,454,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,482,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_BaoCaoNhanSuReport';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,517,-- Lệnh này tự động quét metadata của SP và INSERT vào SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,525,-- 5. CẤU HÌNH CHI TIẾT NHÃN VÀ ĐỊNH DẠNG TRƯỜNG (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,528,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,713,PRINT 'Da cap nhat SY_FormatFields cho WA_BaoCaoNhanSuReport thanh cong!';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,733,"DELETE FROM dbo.SY_FormatFields WHERE FormName IN ('WA_BaoHiemFrm', 'API_BaoHiem_Detail');",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,940,-- 10. ĐỒNG BỘ TRƯỜNG TỪ TABLE VÀO SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,947,-- 11. CẬP NHẬT THUỘC TÍNH FORM FIELDS (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,950,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,990,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1053,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_CaLamViecFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1133,-- 6. CẤU HÌNH NHÃN HIỂN THỊ CỘT TRÊN GIAO DIỆN (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1136,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1244,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_DanhSachUngVienFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1326,-- 6. CẤU HÌNH NHÃN HIỂN THỊ CỘT TRÊN GIAO DIỆN (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1328,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1481,"DELETE FROM dbo.SY_FormatFields WHERE FormName IN ('WA_HopDongLaoDongFrm', 'API_HopDongLaoDong_ChiTiet', 'API_HopDongLaoDong_Attach');",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1542,"-- 5. CẤU HÌNH NHÃN, VỊ TRÍ, ĐỊNH DẠNG (SY_FormatFields)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1545,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1672,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1714,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1778,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_KinhPhiCongDoanFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1830,"-- 6. CẤU HÌNH ĐỊNH DẠNG, SEARCH DROPDOWN VÀ NHÃN HIỂN THỊ (SY_FormatFields)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1832,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1912,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_LuongKhoanFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1948,-- 5. CẤU HÌNH CHI TIẾT NHÃN VÀ ĐỊNH DẠNG TRƯỜNG (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,1950,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2037,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_PayrollFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2088,-- 5. CẤU HÌNH CHI TIẾT NHÃN VÀ ĐỊNH DẠNG TRƯỜNG (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2090,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2203,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_PersonFullFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2280,-- 5. CẤU HÌNH NHÃN + HIỂN THỊ CỘT TRÊN LƯỚI MASTER (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2282,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2540,IF NOT EXISTS (SELECT 1 FROM dbo.SY_FormatFields WHERE FormName = 'WA_PersonFullFrm' AND FieldName = 'LoaiHD'),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2542,"INSERT INTO dbo.SY_FormatFields (FormName, FieldName, CaptionVN, CaptionEN, FormatID, IsRequired, FormPosition, ShowInAdd, ShowInEdit, IsReadOnlyEdit, IsReadOnlyAdd, OrderNo, ShowInFilter, DataSource)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2546,"UPDATE dbo.SY_FormatFields SET ShowInFilter = 1, DataSource = 'API_DanhSachLoaiHD' WHERE FormName = 'WA_PersonFullFrm' AND FieldName = 'LoaiHD'",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2549,IF NOT EXISTS (SELECT 1 FROM dbo.SY_FormatFields WHERE FormName = 'WA_PersonFullFrm' AND FieldName = 'NamLap'),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2551,"INSERT INTO dbo.SY_FormatFields (FormName, FieldName, CaptionVN, CaptionEN, FormatID, IsRequired, FormPosition, ShowInAdd, ShowInEdit, IsReadOnlyEdit, IsReadOnlyAdd, OrderNo, ShowInFilter, DataSource)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2555,"UPDATE dbo.SY_FormatFields SET ShowInFilter = 1, DataSource = 'API_HopDongLaoDong_NamLap' WHERE FormName = 'WA_PersonFullFrm' AND FieldName = 'NamLap'",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2559,"UPDATE dbo.SY_FormatFields SET ShowInFilter = 1, DataSource = 'CF_BranchListFrm' WHERE FormName = 'WA_PersonFullFrm' AND FieldName = 'BranchID'",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2562,IF NOT EXISTS (SELECT 1 FROM dbo.SY_FormatFields WHERE FormName = 'WA_PersonFullFrm' AND FieldName = 'PersonStatus'),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2564,"INSERT INTO dbo.SY_FormatFields (FormName, FieldName, CaptionVN, CaptionEN, FormatID, IsRequired, FormPosition, ShowInAdd, ShowInEdit, IsReadOnlyEdit, IsReadOnlyAdd, OrderNo, ShowInFilter, DataSource)",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2568,"UPDATE dbo.SY_FormatFields SET CaptionVN = N'Trạng thái', CaptionEN = 'Status', ShowInFilter = 1, DataSource = 'API_ComboPersonStatus', FormatID = 'sl' WHERE FormName = 'WA_PersonFullFrm' AND FieldName = 'PersonStatus'",MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2586,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_QuanLyNghiLeFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2626,-- 6. CẤU HÌNH NHÃN HIỂN THỊ CỘT TRÊN GIAO DIỆN (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2628,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2698,DELETE FROM dbo.SY_FormatFields WHERE FormName = 'WA_QuanLyNghiPhepNamFrm';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2750,-- 6. CẤU HÌNH NHÃN + HIỂN THỊ CỘT TRÊN LƯỚI MASTER (SY_FormatFields),MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/Insert/Combined_Insert_Temp.sql,2752,UPDATE dbo.SY_FormatFields,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
